ArtistName,EditionNumber,TitleofWork,Year,PageNumberofImage,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,HeightofWorkinGardner(cm)*,WidthofWorkinGardner(cm),LengthofText(cm),WidthofText(cm),ExtraTextLength(cm),ExtraTextWidth(cm),AreaofWorkinGardner(cm^2),AreaofText(cm^2),ExtraTextArea(cm^2),TotalAreaText(cm^2),TotalSpace(cm^2),PageArea(cm^2),SpaceRatioPerPage,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,8,The City,1986,905,89,French,Male,White,Not Hispanic or Latinx,10.4,13,8.3,8.4,,,135.2,69.72,0,69.72,204.92,578.76,0.3540673163,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,10,The City,1996,1054,89,French,Male,White,Not Hispanic or Latinx,14.3,18.7,13.3,9,,,267.41,119.7,0,119.7,387.11,586.42,0.6601241431,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,11,The City,2001,1020,89,French,Male,White,Not Hispanic or Latinx,14.4,18.7,14.5,9,,,269.28,130.5,0,130.5,399.78,677.44,0.5901334436,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,12,The City,2005,978,89,French,Male,White,Not Hispanic or Latinx,13,16.7,13.4,8.9,,,217.1,119.26,0,119.26,336.36,657.66,0.5114496852,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,13,The City,2009,926,89,French,Male,White,Not Hispanic or Latinx,10.9,14.1,12,9.3,,,153.69,111.6,0,111.6,265.29,648.93,0.408811428,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,14,The City,2013,853,89,French,Male,White,Not Hispanic or Latinx,11.6,15.1,13.7,9.3,,,175.16,127.41,0,127.41,302.57,648.93,0.4662598431,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,15,The City,2016,898,89,French,Male,White,Not Hispanic or Latinx,9,11.7,7.5,9.2,7.9,6.8,105.3,69,53.72,122.72,228.02,646.7,0.3525900727,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernand Léger,16,The City,2020,904,89,French,Male,White,Not Hispanic or Latinx,9,11.6,12.5,9.3,7.5,4,104.4,116.25,30,146.25,250.65,651.84,0.3845268778,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Botero,15,Abu Ghraib 46,2016,1007,90,Columbian,Male,White,Hispanic or Latinx,10.7,12.9,6,9.2,5.5,5.6,138.03,55.2,30.8,86,224.03,646.7,0.3464202876,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Botero,16,Abu Ghraib 46,2020,1015,90,Columbian,Male,White,Hispanic or Latinx,8.8,10.7,0,9.3,11.7,7.7,94.16,0,90.09,90.09,184.25,651.84,0.2826613893,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franc Johnson Newcomb,11,Nightway: Whirling Logs,2001,952,91,American,Female,White,Not Hispanic or Latinx,10.8,8.8,15.7,9,,,95.04,141.3,0,141.3,236.34,677.44,0.3488722248,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,5,Number VII from Eight Studies for a Portrait,1970,727,92,British,Male,White,Not Hispanic or Latinx,10.8,8.4,6.5,6.9,,,90.72,44.85,0,44.85,135.57,471.845,0.2873189289,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,6,Number VII from Eight Studies for a Portrait,1975,771,92,British,Male,White,Not Hispanic or Latinx,11,8.5,8.5,7,,,93.5,59.5,0,59.5,153,468.05,0.326888153,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,7,Number VII from Eight Studies for a Portrait,1980,857,92,British,Male,White,Not Hispanic or Latinx,11,8.3,7,8.4,,,91.3,58.8,0,58.8,150.1,568.48,0.2640374332,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,8,Number VII from Eight Studies for a Portrait,1986,938,92,British,Male,White,Not Hispanic or Latinx,11,8.5,8,8.4,,,93.5,67.2,0,67.2,160.7,578.76,0.277662589,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,9,Study after Velásquez's Portrait of Pope Innocent X,1991,1052,92,British,Male,White,Not Hispanic or Latinx,11.2,8.5,13.5,8.4,,,95.2,113.4,0,113.4,208.6,616.5,0.3383617194,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,10,Painting,1996,1097,92,British,Male,White,Not Hispanic or Latinx,13.4,8.8,5,9,,,117.92,45,0,45,162.92,586.42,0.2778213567,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,11,Painting,2001,1076,92,British,Male,White,Not Hispanic or Latinx,13.5,8.9,10,9,,,120.15,90,0,90,210.15,677.44,0.3102119745,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,12,Painting,2005,1035,92,British,Male,White,Not Hispanic or Latinx,19.7,12.9,8.7,8.9,,,254.13,77.43,0,77.43,331.56,657.66,0.5041510811,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,13,Painting,2009,971,92,British,Male,White,Not Hispanic or Latinx,14.1,9.3,7,9.3,,,131.13,65.1,0,65.1,196.23,648.93,0.3023900883,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,14,Painting,2013,901,92,British,Male,White,Not Hispanic or Latinx,14.1,9.3,7,9.3,4,3.2,131.13,65.1,12.8,77.9,209.03,648.93,0.322114866,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,15,Painting,2016,951,92,British,Male,White,Not Hispanic or Latinx,13.9,9.2,10.2,9.2,,,127.88,93.84,0,93.84,221.72,646.7,0.3428483068,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,16,Painting,2020,959,92,British,Male,White,Not Hispanic or Latinx,13.9,9.2,10.8,9.3,,,127.88,100.44,0,100.44,228.32,651.84,0.3502700049,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,2,Family of Charles IV,1936,474,93,Spanish,Male,White,Hispanic or Latinx,8.25,9.55,2.875,10.5,,,78.7875,30.1875,0,30.1875,108.975,255.44,0.426616818,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,2,Portrait of His Wife,1936,475,93,Spanish,Male,White,Hispanic or Latinx,6.35,4.45,3.2,10.5,,,28.2575,33.6,0,33.6,61.8575,255.44,0.2421605857,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,2,"Caprice: ""Why Hide Them?""",1936,476,93,Spanish,Male,White,Hispanic or Latinx,6.35,4.76,4.45,10.5,,,30.226,46.725,0,46.725,76.951,255.44,0.3012488256,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,3,Portrait of His Wife,1948,570,93,Spanish,Male,White,Hispanic or Latinx,8.6,5.9,5.5,5.9,,,50.74,32.45,0,32.45,83.19,367.38,0.226441287,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,3,Family of Charles IV,1948,571,93,Spanish,Male,White,Hispanic or Latinx,10.2,12.3,6.5,5.9,,,125.46,38.35,0,38.35,163.81,367.38,0.4458870924,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,3,"Shooting of the Rebels of May 3, 1808",1948,572,93,Spanish,Male,White,Hispanic or Latinx,9.6,12.5,11,5.9,,,120,64.9,0,64.9,184.9,367.38,0.5032935925,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,3,"Caprice: ""Why Hide Them?""",1948,573,93,Spanish,Male,White,Hispanic or Latinx,7.4,5.9,8.6,5.9,,,43.66,50.74,0,50.74,94.4,367.38,0.2569546519,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,5,"The Third of May, 1808",1970,Plate 16-2,93,Spanish,Male,White,Hispanic or Latinx,15.8,20.5,4.7,6.9,,,323.9,32.43,0,32.43,356.33,471.845,0.7551844356,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,5,The Parasol,1970,638,93,Spanish,Male,White,Hispanic or Latinx,8.9,13,17.5,6.9,,,115.7,120.75,0,120.75,236.45,471.845,0.5011179519,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,5,The Family of Charles IV,1970,639,93,Spanish,Male,White,Hispanic or Latinx,10.1,12.1,10.1,6.9,,,122.21,69.69,0,69.69,191.9,471.845,0.4067013532,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,5,"""The Dream of Reason""",1970,640,93,Spanish,Male,White,Hispanic or Latinx,11.2,8.2,7.7,6.9,,,91.84,53.13,0,53.13,144.97,471.845,0.3072407252,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,5,Tampoco,1970,640,93,Spanish,Male,White,Hispanic or Latinx,6.2,8.4,9.7,6.9,,,52.08,66.93,0,66.93,119.01,471.845,0.2522226579,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,5,Saturn Devouring His Children,1970,641,93,Spanish,Male,White,Hispanic or Latinx,12.5,7,7.9,6.9,,,87.5,54.51,0,54.51,142.01,471.845,0.3009674787,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,6,The Parasol,1975,664,93,Spanish,Male,White,Hispanic or Latinx,8.9,12.6,5.4,7,,,112.14,37.8,0,37.8,149.94,468.05,0.3203503899,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,6,The Family of Charles IV,1975,664,93,Spanish,Male,White,Hispanic or Latinx,10.1,12.2,10.7,7,,,123.22,74.9,0,74.9,198.12,468.05,0.4232881102,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,6,"The Third of May, 1808",1975,Plate 16-2,93,Spanish,Male,White,Hispanic or Latinx,16,20.5,5,7,,,328,35,0,35,363,468.05,0.7755581669,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,6,"""The Dream of Reason""",1975,665,93,Spanish,Male,White,Hispanic or Latinx,11.1,8.2,8,7,,,91.02,56,0,56,147.02,468.05,0.3141117402,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,6,Tampoco,1975,665,93,Spanish,Male,White,Hispanic or Latinx,6.1,8.1,10,7,,,49.41,70,0,70,119.41,468.05,0.255122316,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,6,Saturn Devouring His Children,1975,666,93,Spanish,Male,White,Hispanic or Latinx,12.5,6.9,8,7,,,86.25,56,0,56,142.25,468.05,0.3039205213,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,7,"""The Dream of Reason""",1980,717,93,Spanish,Male,White,Hispanic or Latinx,11.2,8.2,10,8.4,,,91.84,84,0,84,175.84,568.48,0.3093160709,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,7,The Family of Charles IV,1980,731,93,Spanish,Male,White,Hispanic or Latinx,10.1,12.2,11,8.4,,,123.22,92.4,0,92.4,215.62,568.48,0.3792921475,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,7,"The Third of May, 1808",1980,733,93,Spanish,Male,White,Hispanic or Latinx,16,20.3,5,8.4,,,324.8,42,0,42,366.8,568.48,0.6452293836,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,7,Tampoco,1980,734,93,Spanish,Male,White,Hispanic or Latinx,6,8.2,8.2,8.4,,,49.2,68.88,0,68.88,118.08,568.48,0.2077117929,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,7,Saturn Devouring His Children,1980,734,93,Spanish,Male,White,Hispanic or Latinx,10.7,5.9,6,8.4,,,63.13,50.4,0,50.4,113.53,568.48,0.1997079932,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,8,"""The Dream of Reason""",1986,801,93,Spanish,Male,White,Hispanic or Latinx,11.2,8.2,11.5,8.4,,,91.84,96.6,0,96.6,188.44,578.76,0.3255926463,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,8,The Family of Charles IV,1986,815,93,Spanish,Male,White,Hispanic or Latinx,8.9,10.7,25.4,8.4,,,95.23,213.36,0,213.36,308.59,578.76,0.5331916511,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,8,"The Third of May, 1808",1986,816,93,Spanish,Male,White,Hispanic or Latinx,15.8,19.8,5.4,8.4,,,312.84,45.36,0,45.36,358.2,578.76,0.6189093925,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,8,Tampoco,1986,816,93,Spanish,Male,White,Hispanic or Latinx,6.1,8.2,8,8.4,,,50.02,67.2,0,67.2,117.22,578.76,0.2025364573,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,8,Saturn Devouring His Children,1986,817,93,Spanish,Male,White,Hispanic or Latinx,10.5,5.9,6.5,8.4,,,61.95,54.6,0,54.6,116.55,578.76,0.2013788099,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,9,"The Sleep of Reason Produces Monsters, from Los Caprichos",1991,857,93,Spanish,Male,White,Hispanic or Latinx,12.6,8.4,6.5,8.4,,,105.84,54.6,0,54.6,160.44,616.5,0.260243309,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,9,The Family of Charles IV,1991,886,93,Spanish,Male,White,Hispanic or Latinx,10.8,13.1,20.5,8.4,,,141.48,172.2,0,172.2,313.68,616.5,0.5088077859,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,9,"The Third of May, 1808",1991,887,93,Spanish,Male,White,Hispanic or Latinx,10.7,13.9,13,8.4,,,148.73,109.2,0,109.2,257.93,616.5,0.41837794,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,9,Saturn Devouring His Children,1991,888,93,Spanish,Male,White,Hispanic or Latinx,9.6,5.3,7.5,8.4,,,50.88,63,0,63,113.88,616.5,0.1847201946,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,10,The Family of Charles IV,1996,939,93,Spanish,Male,White,Hispanic or Latinx,11.3,13.5,18.5,9,,,152.55,166.5,0,166.5,319.05,586.42,0.5440639814,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,10,"The Third of May, 1808",1996,939,93,Spanish,Male,White,Hispanic or Latinx,10.5,13.5,12,9,,,141.75,108,0,108,249.75,586.42,0.4258892944,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,10,Saturn Devouring His Children,1996,940,93,Spanish,Male,White,Hispanic or Latinx,16,9,9.5,9,,,144,85.5,0,85.5,229.5,586.42,0.39135773,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,11,The Sleep of Reason Produces Monsters,2001,866,93,Spanish,Male,White,Hispanic or Latinx,13.1,8.8,6.5,9,,,115.28,58.5,0,58.5,173.78,677.44,0.2565245631,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,11,The Family of Charles IV,2001,866,93,Spanish,Male,White,Hispanic or Latinx,11.4,13.5,11,9,,,153.9,99,0,99,252.9,677.44,0.3733171941,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,11,"The Third of May, 1808",2001,867,93,Spanish,Male,White,Hispanic or Latinx,10.6,13.5,13.4,9,,,143.1,120.6,0,120.6,263.7,677.44,0.3892595654,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,11,Saturn Devouring His Children,2001,868,93,Spanish,Male,White,Hispanic or Latinx,16.1,8.8,12.1,9,,,141.68,108.9,0,108.9,250.58,677.44,0.3698925366,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,12,The Sleep of Reason Produces Monsters,2005,830,93,Spanish,Male,White,Hispanic or Latinx,13.5,8.8,5.8,8.9,,,118.8,51.62,0,51.62,170.42,657.66,0.2591308579,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,12,The Family of Charles IV,2005,831,93,Spanish,Male,White,Hispanic or Latinx,11.4,13.4,11.3,8.9,,,152.76,100.57,0,100.57,253.33,657.66,0.385199039,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,12,"The Third of May, 1808",2005,831,93,Spanish,Male,White,Hispanic or Latinx,10.6,13.4,12.7,8.9,,,142.04,113.03,0,113.03,255.07,657.66,0.387844783,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,12,Saturn Devouring His Children,2005,832,93,Spanish,Male,White,Hispanic or Latinx,16.1,8.8,10.4,8.9,,,141.68,92.56,0,92.56,234.24,657.66,0.3561718821,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,13,The Sleep of Reason Produces Monsters,2009,786,93,Spanish,Male,White,Hispanic or Latinx,14.3,9.4,6.2,9.3,,,134.42,57.66,0,57.66,192.08,648.93,0.2959949455,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,13,Family of Charles IV,2009,787,93,Spanish,Male,White,Hispanic or Latinx,12.5,14.8,15.5,9.3,,,185,144.15,0,144.15,329.15,648.93,0.5072195768,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,13,"Third of May, 1808",2009,787,93,Spanish,Male,White,Hispanic or Latinx,11.6,14.8,9.5,9.3,,,171.68,88.35,0,88.35,260.03,648.93,0.4007057772,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,13,Saturn Devouring His Children,2009,788,93,Spanish,Male,White,Hispanic or Latinx,16.7,9.3,7.8,9.3,,,155.31,72.54,0,72.54,227.85,648.93,0.3511164532,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,14,The Sleep of Reason Produces Monsters,2013,763,93,Spanish,Male,White,Hispanic or Latinx,14.2,9.3,6.2,9.3,,,132.06,57.66,0,57.66,189.72,648.93,0.2923581896,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,14,"The Third of May, 1808",2013,764,93,Spanish,Male,White,Hispanic or Latinx,10.7,14,16.7,9.3,,,149.8,155.31,0,155.31,305.11,648.93,0.4701739787,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,14,Saturn Devouring His Children,2013,765,93,Spanish,Male,White,Hispanic or Latinx,14.5,8.4,8,9.3,,,121.8,74.4,0,74.4,196.2,648.93,0.3023438584,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,15,The Sleep of Reason,2016,803,93,Spanish,Male,White,Hispanic or Latinx,15,9.8,3.7,9.2,6.2,8.7,147,34.04,53.94,87.98,234.98,646.7,0.3633524045,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,15,"Third of May, 1808",2016,804,93,Spanish,Male,White,Hispanic or Latinx,11.2,14.6,10.5,9.2,5.3,8.7,163.52,96.6,46.11,142.71,306.23,646.7,0.4735271378,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,15,Saturn Devouring One of His Children,2016,805,93,Spanish,Male,White,Hispanic or Latinx,16.4,9.2,10,9.2,,,150.88,92,0,92,242.88,646.7,0.3755682697,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,16,The Sleep of Reason,2020,809,93,Spanish,Male,White,Hispanic or Latinx,14,9.2,9.1,9.3,,,128.8,84.63,0,84.63,213.43,651.84,0.3274269759,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,16,"Third of May, 1808",2020,810,93,Spanish,Male,White,Hispanic or Latinx,10.3,13.3,14.8,9.3,6.3,5.3,136.99,137.64,33.39,171.03,308.02,651.84,0.4725392734,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Goya,16,Saturn Devouring One of His Children,2020,811,93,Spanish,Male,White,Hispanic or Latinx,16.6,9.1,9.9,9.3,,,151.06,92.07,0,92.07,243.13,651.84,0.3729903044,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,5,Cupid a Captive,1970,612,94,French,Male,White,Not Hispanic or Latinx,16.3,8.5,11,6.9,,,138.55,75.9,0,75.9,214.45,471.845,0.454492471,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,6,Cupid a Captive,1975,638,94,French,Male,White,Not Hispanic or Latinx,16.3,8.6,11,7,,,140.18,77,0,77,217.18,468.05,0.4640102553,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,7,Cupid a Captive,1980,699,94,French,Male,White,Not Hispanic or Latinx,16.3,8.3,9,8.4,,,135.29,75.6,0,75.6,210.89,568.48,0.370971714,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,8,Cupid a Captive,1986,781,94,French,Male,White,Not Hispanic or Latinx,16.8,8.4,10,8.4,,,141.12,84,0,84,225.12,578.76,0.388969521,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,9,Cupid a Captive,1991,825,94,French,Male,White,Not Hispanic or Latinx,16.8,8.4,9,8.4,,,141.12,75.6,0,75.6,216.72,616.5,0.3515328467,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,10,Cupid a Captive,1996,892,94,French,Male,White,Not Hispanic or Latinx,18.3,8.8,9.5,9,,,161.04,85.5,0,85.5,246.54,586.42,0.4204154019,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,11,Cupid a Captive,2001,786,94,French,Male,White,Not Hispanic or Latinx,18.4,8.8,9.5,9,,,161.92,85.5,0,85.5,247.42,677.44,0.3652279169,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,12,Cupid a Captive,2005,802,94,French,Male,White,Not Hispanic or Latinx,25.4,12.2,9.1,8.9,,,309.88,80.99,0,80.99,390.87,657.66,0.5943344585,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,13,Cupid a Captive,2009,756,94,French,Male,White,Not Hispanic or Latinx,18.2,9.3,7.3,9.3,,,169.26,67.89,0,67.89,237.15,648.93,0.365447737,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,14,Cupid a Captive,2013,733,94,French,Male,White,Not Hispanic or Latinx,20.4,10.3,5.3,9.3,2,8.5,210.12,49.29,17,66.29,276.41,648.93,0.4259473287,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,15,Cupid a Captive,2016,769,94,French,Male,White,Not Hispanic or Latinx,20.7,10.4,1.2,9.2,7.2,8.2,215.28,11.04,59.04,70.08,285.36,646.7,0.4412556054,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
François Boucher,16,Cupid a Captive,2020,777,94,French,Male,White,Not Hispanic or Latinx,18.3,9.2,7.1,9.3,,,168.36,66.03,0,66.03,234.39,651.84,0.359582106,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gelett Burgess,13,"Pablo Picasso in his studio, Paris, France",2009,920,95,American,Male,White,Not Hispanic or Latinx,12,9.3,23.8,9.3,,,111.6,221.34,0,221.34,332.94,648.93,0.5130599602,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gelett Burgess,14,"photograph of Pablo Picasso in his studio in the rue Ravignan, Paris, France",2013,846,95,American,Male,White,Not Hispanic or Latinx,12.3,9.4,26.3,9.3,,,115.62,244.59,0,244.59,360.21,648.93,0.5550829828,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gelett Burgess,15,"photograph of Pablo Picasso in his studio in the rue Ravignan, Paris, France",2016,891,95,American,Male,White,Not Hispanic or Latinx,10.7,8.1,25,9.2,,,86.67,230,0,230,316.67,646.7,0.4896706355,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gelett Burgess,16,"photograph of Pablo Picasso in his studio in the rue Ravignan, Paris, France, 1908",2020,897,95,American,Male,White,Not Hispanic or Latinx,12.2,9.1,28,9.3,,,111.02,260.4,0,260.4,371.42,651.84,0.5698024055,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,10,Nunca Pasa Nada,1996,1103,96,American,Male,White,Not Hispanic or Latinx,7.9,14.3,6.6,9,,,112.97,59.4,0,59.4,172.37,586.42,0.2939360868,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,11,Nunca Pasa Nada,2001,1082,96,American,Male,White,Not Hispanic or Latinx,7.2,14.4,5.7,9,,,103.68,51.3,0,51.3,154.98,677.44,0.2287730279,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,12,Mas a Menos,2005,1041,96,American,Male,White,Not Hispanic or Latinx,7.4,10,5.7,8.9,,,74,50.73,0,50.73,124.73,657.66,0.1896572697,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,13,Mas o Menos,2009,976,96,American,Male,White,Not Hispanic or Latinx,10.3,14,4.8,9.3,,,144.2,44.64,0,44.64,188.84,648.93,0.2910021112,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,14,Mas o Menos,2013,907,96,American,Male,White,Not Hispanic or Latinx,8,10.7,2,9.3,5,7.9,85.6,18.6,39.5,58.1,143.7,648.93,0.2214414498,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,15,Mas o Menos,2016,959,96,American,Male,White,Not Hispanic or Latinx,10.9,14.9,6.7,9.2,,,162.41,61.64,0,61.64,224.05,646.7,0.3464512139,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Stella,16,Mas o Menos,2020,967,96,American,Male,White,Not Hispanic or Latinx,11.4,15.5,7,9.3,,,176.7,65.1,0,65.1,241.8,651.84,0.3709499264,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kline,5,Painting,1970,728,97,American,Male,White,Not Hispanic or Latinx,6.7,8.3,7.5,6.9,,,55.61,51.75,0,51.75,107.36,471.845,0.2275323464,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kline,6,Painting,1975,773,97,American,Male,White,Not Hispanic or Latinx,6.7,8.5,7.8,7,,,56.95,54.6,0,54.6,111.55,468.05,0.2383292383,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kline,7,Painting 1952,1980,861,97,American,Male,White,Not Hispanic or Latinx,6.8,8.4,6.5,8.4,,,57.12,54.6,0,54.6,111.72,568.48,0.1965240642,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kline,8,Painting 1952,1986,941,97,American,Male,White,Not Hispanic or Latinx,6.8,8.4,7,8.4,,,57.12,58.8,0,58.8,115.92,578.76,0.2002902758,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kline,9,Painting,1991,1034,97,American,Male,White,Not Hispanic or Latinx,6.4,8.4,9,8.4,,,53.76,75.6,0,75.6,129.36,616.5,0.2098296837,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kline,10,Painting,1996,1099,97,American,Male,White,Not Hispanic or Latinx,6.8,8.9,8,9,,,60.52,72,0,72,132.52,586.42,0.2259813785,gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
